0	0	0
1	0	0
2	0	1
3	2	5
4	0	2
5	1	4
6	2	6
7	5	11
8	0	3
9	6	13
10	1	5
11	4	10
12	2	7
13	2	7
14	5	12
15	5	12
16	0	4
17	3	9
18	6	14
19	6	14
20	1	6
21	1	6
22	4	11
23	4	11
24	2	8
25	7	16
26	2	8
27	41	70
28	5	13
29	5	13
30	5	13
31	39	67
32	0	5
33	8	18
34	3	10
35	3	10
36	6	15
37	6	15
38	6	15
39	11	23
40	1	7
41	40	69
42	1	7
43	9	20
44	4	12
45	4	12
46	4	12
47	38	66
48	2	9
49	7	17
50	7	17
51	7	17
52	2	9
53	2	9
54	41	71
55	41	71
56	5	14
57	10	22
58	5	14
59	10	22
60	5	14
61	5	14
62	39	68
63	39	68
64	0	6
65	8	19
66	8	19
67	8	19
68	3	11
69	3	11
70	3	11
71	37	65
72	6	16
73	42	73
74	6	16
75	3	11
76	6	16
77	6	16
78	11	24
79	11	24
80	1	8
81	6	16
82	40	70
83	40	70
84	1	8
85	1	8
86	9	21
87	9	21
88	4	13
89	9	21
90	4	13
91	33	59
92	4	13
93	4	13
94	38	67
95	38	67
96	2	10
97	43	75
98	7	18
99	7	18
100	7	18
101	7	18
102	7	18
103	31	56
104	2	10
105	12	26
106	2	10
107	36	64
108	41	72
109	41	72
110	41	72
111	24	45
112	5	15
113	2	10
114	10	23
115	10	23
116	5	15
117	5	15
118	10	23
119	10	23
120	5	15
121	34	61
122	5	15
123	15	31
124	39	69
125	39	69
126	39	69
127	15	31
128	0	7
129	44	77
130	8	20
131	8	20
132	8	20
133	8	20
134	8	20
135	13	28
136	3	12
137	32	58
138	3	12
139	13	28
140	3	12
141	3	12
142	37	66
143	37	66
144	6	17
145	42	74
146	42	74
147	42	74
148	6	17
149	6	17
150	3	12
151	3	12
152	6	17
153	11	25
154	6	17
155	30	55
156	11	25
157	11	25
158	11	25
159	18	36
160	1	9
161	35	63
162	6	17
163	6	17
164	40	71
165	40	71
166	40	71
167	23	44
168	1	9
169	16	33
170	1	9
171	45	79
172	9	22
173	9	22
174	9	22
175	28	52
176	4	14
177	9	22
178	9	22
179	9	22
180	4	14
181	4	14
182	33	60
183	33	60
184	4	14
185	14	30
186	4	14
187	14	30
188	38	68
189	38	68
190	38	68
191	14	30
192	2	11
193	43	76
194	43	76
195	43	76
196	7	19
197	7	19
198	7	19
199	43	76
200	7	19
201	4	14
202	7	19
203	12	27
204	7	19
205	7	19
206	31	57
207	31	57
208	2	11
209	12	27
210	12	27
211	12	27
212	2	11
213	2	11
214	36	65
215	36	65
216	41	73
217	7	19
218	41	73
219	17	35
220	41	73
221	41	73
222	24	46
223	24	46
224	5	16
225	17	35
226	2	11
227	2	11
228	10	24
229	10	24
230	10	24
231	46	81
232	5	16
233	29	54
234	5	16
235	46	81
236	10	24
237	10	24
238	10	24
239	17	35
240	5	16
241	5	16
242	34	62
243	34	62
244	5	16
245	5	16
246	15	32
247	15	32
248	39	70
249	15	32
250	39	70
251	22	43
252	39	70
253	39	70
254	15	32
255	15	32
256	0	8
257	44	78
258	44	78
259	44	78
260	8	21
261	8	21
262	8	21
263	27	51
264	8	21
265	44	78
266	8	21
267	5	16
268	8	21
269	8	21
270	13	29
271	13	29
272	3	13
273	8	21
274	32	59
275	32	59
276	3	13
277	3	13
278	13	29
279	13	29
280	3	13
281	13	29
282	3	13
283	20	40
284	37	67
285	37	67
286	37	67
287	13	29
288	6	18
289	8	21
290	42	75
291	42	75
292	42	75
293	42	75
294	42	75
295	18	37
296	6	18
297	25	48
298	6	18
299	42	75
300	3	13
301	3	13
302	3	13
303	13	29
304	6	18
305	11	26
306	11	26
307	11	26
308	6	18
309	6	18
310	30	56
311	30	56
312	11	26
313	47	83
314	11	26
315	11	26
316	11	26
317	11	26
318	18	37
319	18	37
320	1	10
321	6	18
322	35	64
323	35	64
324	6	18
325	6	18
326	6	18
327	52	91
328	40	72
329	16	34
330	40	72
331	6	18
332	40	72
333	40	72
334	23	45
335	23	45
336	1	10
337	40	72
338	16	34
339	16	34
340	1	10
341	1	10
342	45	80
343	45	80
344	9	23
345	45	80
346	9	23
347	45	80
348	9	23
349	9	23
350	28	53
351	28	53
352	4	15
353	45	80
354	9	23
355	9	23
356	9	23
357	9	23
358	9	23
359	16	34
360	4	15
361	14	31
362	4	15
363	14	31
364	33	61
365	33	61
366	33	61
367	14	31
368	4	15
369	4	15
370	14	31
371	14	31
372	4	15
373	4	15
374	14	31
375	14	31
376	38	69
377	21	42
378	38	69
379	19	39
380	38	69
381	38	69
382	14	31
383	14	31
384	2	12
385	9	23
386	43	77
387	43	77
388	43	77
389	43	77
390	43	77
391	43	77
392	7	20
393	19	39
394	7	20
395	26	50
396	7	20
397	7	20
398	43	77
399	43	77
400	7	20
401	4	15
402	4	15
403	4	15
404	7	20
405	7	20
406	12	28
407	12	28
408	7	20
409	12	28
410	7	20
411	48	85
412	31	58
413	31	58
414	31	58
415	48	85
416	2	12
417	48	85
418	12	28
419	12	28
420	12	28
421	12	28
422	12	28
423	9	23
424	2	12
425	19	39
426	2	12
427	17	36
428	36	66
429	36	66
430	36	66
431	12	28
432	41	74
433	7	20
434	7	20
435	7	20
436	41	74
437	41	74
438	17	36
439	17	36
440	41	74
441	7	20
442	41	74
443	17	36
444	24	47
445	24	47
446	24	47
447	34	63
448	5	17
449	41	74
450	17	36
451	17	36
452	2	12
453	2	12
454	2	12
455	12	28
456	10	25
457	46	82
458	10	25
459	46	82
460	10	25
461	10	25
462	46	82
463	46	82
464	5	17
465	10	25
466	29	55
467	29	55
468	5	17
469	5	17
470	46	82
471	46	82
472	10	25
473	10	25
474	10	25
475	7	20
476	10	25
477	10	25
478	17	36
479	17	36
480	5	17
481	15	33
482	5	17
483	5	17
484	34	63
485	34	63
486	34	63
487	51	90
488	5	17
489	15	33
490	5	17
491	51	90
492	15	33
493	15	33
494	15	33
495	34	63
496	39	71
497	5	17
498	15	33
499	15	33
500	39	71
501	39	71
502	22	44
503	22	44
504	39	71
505	20	41
506	39	71
507	10	25
508	15	33
509	15	33
510	15	33
511	20	41
512	0	9
513	10	25
514	44	79
515	44	79
516	44	79
517	44	79
518	44	79
519	20	41
520	8	22
521	44	79
522	8	22
523	44	79
524	8	22
525	8	22
526	27	52
527	27	52
528	8	22
529	8	22
530	44	79
531	44	79
532	8	22
533	8	22
534	5	17
535	5	17
536	8	22
537	5	17
538	8	22
539	15	33
540	13	30
541	13	30
542	13	30
543	49	87
544	3	14
545	13	30
546	8	22
547	8	22
548	32	60
549	32	60
550	32	60
551	13	30
552	3	14
553	49	87
554	3	14
555	8	22
556	13	30
557	13	30
558	13	30
559	30	57
560	3	14
561	13	30
562	13	30
563	13	30
564	3	14
565	3	14
566	20	41
567	20	41
568	37	68
569	18	38
570	37	68
571	8	22
572	37	68
